product_code,description,sheet_name,reference_stock,last_cost,last_supplier,last_purchase_date,last_sale_date,last_client,last_comment,source_file,area,active
48353B-30,"VÁLVULA,HID,REF,1,BRIDA CÓDIGO 61 HIDRÃULICO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48354-30,"CONJUNTO DE COLECTOR HIDRÁULICO, RECIRC O HXX",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48354A-30,CARTUCHO-2 POSICIONES DIR DE 3 VÍAS,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48354B-30,"BOBINA, 12 VCC, 42 VATIOS",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48356-30,"EJE DEL YUGO, 1610, 2.000-16 SPLIN",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48356B-30,"EJE DEL YUGO, 1610, 2.000-16 SPLIN",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48358-30,"CONJUNTO DE DISTRIBUIDOR HIDRÁULICO, SEN DE CARGA HXX",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48358A-30,"CARRO DE VÁLVULA, AGUJA, PARA 48358 VA",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48358B-30,"KIT DE SELLO,PARA VÁLVULA RETENCIÓN PARKER",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48360-30,"CONJUNTO DE COLECTOR HIDRÁULICO, HIDRÁULICO DE PUERTA DM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48376-30,"CUBIERTA, MARCO ESTRUCTURAL, AL, J",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48376A-30,"MANIJA, PUERTA, KIT",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48376AD-30,"PROTECCIÓN BOSCH PROF,30X30X1559MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48376AE-30,"PROTECCIÓN BOSCH PROF,30X60X1934MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48376AG-30,COJINETE DE PUERTA DE PROTECCIÓN BOSCH,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48376AJ-30,BOSCH PROTECCIÓN PUERTA CORREDIZA RODAMIENTO,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48376AL-30,PROTECCIÓN BOSCH PRO. 30X30X2340,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48376DB-30,PLACA DE UNIÓN DE ESQUINA SERIE 30,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48376E-30,"TORNILLO, S8, AUTOROSCANTE",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48376N-30,"TUERCA EN T, 8MM, ROSCA M6",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48377-30,"ACCESORIO,MAMPARA,AIRE,EMPUJE,1",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48377D-30,"ACCESORIO, CODO, AIRE, EMPUJE, 1/4",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48377E-30,"ACCESORIO,MAMPARA,AIRE,EMPUJE,1",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48383B-30,"FIJADOR DE PISTOLA PULVERIZADORA, PISTOLA LINEAL",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48383C-30,FIJADOR DEL EXTREMO DEL ROCIADOR,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48383D-30,"PISTOLA, LINEAL, 3K PSI, CON AGUJEROS",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48383E-30,"MANGUERA, 3/8X19', 3000PSI",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48383F-30,"SECCIONES DE VARILLA, FIBRA DE VIDRIO, EXTEN",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48389B-30,"CONJUNTO DE CAJA DE CONTROL,HXX PD UN",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48389J-30,"CONJUNTO DE GABINETE,HXX",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48391-30,"TAPÓN,AIRE,A PRESIÓN,TUBO 1/4",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48392-30,"REDUCTOR ENCHUFABLE, AIRE, EMPUJE, 3/",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48393-30,CONJUNTO DE MANGUERA GIRATORIA 3/8X10,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48394-30,"CINTA IMPERMEABLE, 2X100'",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48396A-30,"TORNILLO DE CABEZA PLANA, ACERO INOXIDABLE, 10-24",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48400B-30,"HHCS,GR 8,.375-24X1.625,MANDO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48402-30,"BOTÓN HD ENCHUFE SCR,SS,1/4-20",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48405-30,EMPAQUE DE PUERTA TRASERA PARA CUSCO LVT,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48408-30,"SENSOR,PRESIÓN,TOMA DE FUERZA MUNCIE(466",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48412AC-30,CUBO - JOHN DEERE 48412A,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48412AD-30,POLEA - JOHN DEERE 48412A,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48412FA-30,"MOTOR, DEERE, 6 CIL, TIER2, 12 VCC",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48412FB-30,"NÚCLEO,DEERE,6CYL,TIER2,12VDC",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48412GA-30,"BOMBA DE COMBUSTIBLE, 24 VCC.JOHN DEERE ENG",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48412JB-30,"FILTRO DE COMBUSTIBLE, SECUNDARIO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48412JC-30,"CORREA DE MOTOR,4 CIL. DEERE,PARA 484",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48412LB-30,"CARCASA DE CAMPANA,ENG DEERE6,TIER3",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48412LFA-30,VOLANTE MOD PARA JD PE606,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48412NA-30,BLOQUE LARGO DEL MOTOR (48412N),Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48413-30,"COLECTOR DE AIRE, PUNTO, 3/8NPTX1/4TUB",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48413A-30,"COLECTOR DE AIRE, PUNTO, 3/8NPTX1/4TUB",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48421A-30,"TORNILLO SCKT HD, 1/2-13X1-1/4",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48422-30,"ARANDELA DE SEGURIDAD, DIENTE EXTERNO, 1/2""",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48429-30,"CALCOMANÍA, ALUMINIO, RECORDATORIO DE MANTENIMIENTO DEL MOTOR",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48430-30,"CONJUNTO DE COLECTOR HIDRÁULICO, PUERTA PLANA CON",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48432-30,"ENVOLTURA DE MANGUERA,3,RESORTE AMARILLO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48433-30,"POLIURETANO, CON RESPALDO ADHESIVO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48440BA-30,KIT DE SELLO PARA CILINDRO #48440B,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48440C-30,"CILINDRO, HID., 3,5 X 9,25 HXX HIDRÃULICO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48440CA-30,KIT DE SELLO PARA CILINDRO #48440C,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48440D-30,"CIL., HID., SOLDADO, 2,5 X 9,5 STR HIDRÃULICO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48440E-30,CILINDRO HIDRÁULICO 2.5X6.95,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48440EA-30,KIT DE SELLOS PARA CILINDRO 48440E,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48440G-30,CILINDRO HIDRÁULICO 3.0X6.88,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48442-30,"INTERRUPTOR, FLOTADOR MULTINIVEL 2"" NP",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48442A-30,"INTERRUPTOR,FLOTADOR MULTINIVEL,2 NPT",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48443-30,"CONJUNTO DE MANGUERA,HID,1.25X50.75,W/90* HIDRÃULICO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48443A-30,"CONJUNTO DE MANGUERA,HID,1.25X24.125,W/90 HIDRÃULICO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48443B-30,"CONJUNTO DE MANGUERA,HID,1.25X55.75,W/90* HIDRÃULICO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48457-30,"T DE SEGURIDAD, 8 PULG., BRIDA",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48476-30,"TORNILLO DE PULGAR, MOLETEADO, HOMBRO W",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48477-30,"TUERCA DE REMACHE, ESTÁNDAR, 1/4-20X11/16",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48478-30,"RETENEDOR DE EMPUJE, 1/4",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48478A-30,"RETENEDOR DEL PERNO DE LA TUERCA DE EMPUJE, 3/8",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48479-30,TABLA DE FLECHAS,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48479B-30,BOMBILLA (48479),Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48491-30,"CONJUNTO DE BOMBA DE AGUA, 10@700 TRIPLX",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48491A-30,VÁLVULA DE ALIVIO PARA BOMBA 48491,Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48491B-30,"MOTOR/BOMBA CATÁLOGA, 10@700 48491-30",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48499-30,"DENTRO DE LOS MEDIOS DE COLONOS, ACCU PAC",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48505A-30,"INSERTO CERÁMICO M8, 2,1 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48505B-30,"INSERTO CERÁMICO M8, 1,7 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48505J-30,"INSERTO CERÁMICO M8, 2,7 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48506A-30,"SW14 INSERTO CERÁMICO, 2,3MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48506C-30,"SW14 INSERTO CERÁMICO, 1,7 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48506D-30,"SW14 INSERTO CERÁMICO, 1,8 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48506H-30,"SW14 INSERTO CERÁMICO, 2,2 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48506L-30,"SW14 INSERTO CERÁMICO, 2,9 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48506N-30,"SW14 INSERTO CERÁMICO, 2,7 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48507A-30,"INSERTO INOXIDABLE M6, 1,5 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48507B-30,"INSERTO INOXIDABLE M6, 1,7 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48507D-30,"INSERTO INOXIDABLE M6, 1,9MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48507E-30,"INSERTO INOXIDABLE M6, 2,0 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48507G-30,"INSERTO INOXIDABLE M6, 2,2 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48507H-30,"INSERTO INOXIDABLE M6, 1.2MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48507M-30,"INSERTO INOX M6, 2,8MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48507R-30,"INSERTO INOXIDABLE M6, 3,0 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48507T-30,"INSERTO INOX M6, 2,3MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48508C-30,"INSERTO INOXIDABLE M8, 1,7 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48508F-30,"INSERTO INOXIDABLE M8, 2,1 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48508G-30,"INSERTO INOXIDABLE M8, 2,2 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48508H-30,"INSERTO INOXIDABLE M8, 2,4MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48509C-30,"INSERTO DE CARBURO SW14, 1,8 MM",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48511-30,"INTERCAMBIADOR DE CALOR, ACEITE/AIRE, TAMAÑO 8, HIDRÁULICO",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48511A-30,"MOTOR, IMPULSIÓN DEL VENTILADOR SE ADAPTA A 48511",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48511B-30,"VENTILADOR, PARA ENFRIADOR 48511",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48511C-30,"CUBIERTA DEL VENTILADOR, PARA ENFRIADOR 48511",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48511D-30,"CARCASA DE VENTILADOR, PARA ENFRIADOR 48511",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48512-30,"CONJUNTO DE COLECTOR HIDRÁULICO, VENTILADOR DE ENFRIADOR D",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48513-30,"VÁLVULA DE AGUJA, HIDRÁULICA, 12 VCC, TAMAÑO 16",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48513A-30,"VÁLVULA DE AGUJA, HIDRÁULICA, 12 VCC, TAMAÑO 16",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
48515-30,"ESPIGA PARA MANGUERA,6MANGUERA X 6NPTF STR",Vactor Parts Pricing - 03-14,0,,FS DEPOT,,,,Lista historica Vactor 2014 traducida al espanol,2014-03 Price File - Vactor Parts espanol.xlsx,Vehículos Especiales,true
